COD_AREA_PROGR;ZONA_SANITARIA;NOM_A_PROGRAMA;COD_LOC;NOM_LOC;TIENE_ESCU;COD_LOC_IN;TIPO;GEOM900913;wkt_geom;CLASIFICACION_PROV;CodProv;CodDepart;CodLoc;Establec;NOMBRE_ENT
43;4;VILLA LA ANGOSTURA;58070009;CUYIN MANZANO;t;;PARAJE;"SRID=900913;POINT(-7920704.70762188 -4975788.96076644)";POINT(-71.152901 -40.751719);paraje;58;070;000;HOSP.VILLA LA ANGOSTURA;CULLIN MANZANO
20;2;ZAPALA;58112054;EL CHENQUE;t;;PARAJE;"SRID=900913;POINT(-7765323.5846473 -4747512.75371623)";POINT(-69.757089 -39.180173);paraje;;;;;EL CHENQUE
20;2;ZAPALA;58098006;EL CHENQUE;f;;PARAJE;"SRID=900913;POINT(-7765810.90249018 -4747242.17711153)";POINT(-69.761466 -39.178289);paraje;;;;;
09;1;CHOCON;58035016;EL CHOCON;f;58035050;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7663641.57572544 -4759712.12841659)";POINT(-68.843664 -39.265071);municipio 3;58;035;050;HOSP.EL CHOCON;EL CHOCON
35;3;EL CHOLAR;58084013;EL CHOLAR;t;58084030;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7864012.17123201 -4500707.87519635)";POINT(-70.643623 -37.440656);municipio 3;58;084;030;HOSP.EL CHOLAR;EL CHOLAR
25;2;EL HUECU;58084014;EL CORTADERAL;f;;PARAJE;"SRID=900913;POINT(-7832609.28387257 -4530710.76367408)";POINT(-70.361526 -37.654345);paraje;;;;;
25;2;EL HUECU;58084015;EL HUECU;t;58084040;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7857310.32577773 -4528913.26953319)";POINT(-70.583420 -37.641560);municipio 3;58;084;040;HOSP.EL HUECU;EL HUECU
33;3;ANDACOLLO;58077022;EL MANZANO;f;;PARAJE;"SRID=900913;POINT(-7861288.93144871 -4455179.1610969)";POINT(-70.063190 -38.988670);paraje;;;;;
20;2;ZAPALA;58112016;EL MANZANO;f;;PARAJE;"SRID=900913;POINT(-7799398.63415238 -4720048.77721169)";POINT(-70.619160 -37.115220);paraje;;;;;
44;4;LAS COLORADAS;58021020;EL RINCON;f;;PARAJE;"SRID=900913;POINT(-7850053.45524295 -4835373.90115296)";POINT(-70.518230 -39.789320);paraje;;;;;EL RINCON
44;4;LAS COLORADAS;58021021;EL SALITRAL;t;;PARAJE;"SRID=900913;POINT(-7864263.83346876 -4843679.93501505)";POINT(-70.645884 -39.846630);paraje;58;021;000;HOSP.LAS COLORADAS;EL SALITRAL
20;2;ZAPALA;58112018;EL SALITRAL;f;;PARAJE;"SRID=900913;POINT(-7803780.16931 -4710602.18983223)";POINT(-70.102550 -38.922680);paraje;;;;;
17;5;PICUN LEUFU;58098007;EL SAUCE;t;;PARAJE;"SRID=900913;POINT(-7745044.73013416 -4778654.54993735)";POINT(-70.196460 -39.688189);comision de fomento;58;098;000;HOSP.PICUN LEUFU;EL SAUCE
16;5;PIEDRA DEL AGUILA;58021022;EL SAUCE;t;;PARAJE;"SRID=900913;POINT(-7814234.18267174 -4820733.67574511)";POINT(-69.574921 -39.396691);comision de fomento;58;021;000;HOSP.PIEDRA DEL AGUILA;EL SAUCE
43;4;VILLA LA ANGOSTURA;58070013;ESPEJO;f;;PARAJE;"SRID=900913;POINT(-7981026.40213577 -4966484.40604526)";POINT(-71.694780 -40.688370);paraje;;;;;
44;4;LAS COLORADAS;58021023;ESPINAZO DEL ZORRO;f;;PARAJE;"SRID=900913;POINT(-7860993.93479811 -4763481.23325221)";POINT(-70.616510 -39.291280);paraje;58;021;000;HOSP.LAS COLORADAS;ESPINAZO DEL ZORRO
16;5;PIEDRA DEL AGUILA;58028007;ESTANCIA COLLON CURA;f;;PARAJE;"SRID=900913;POINT(-7832843.46136083 -4887653.99007747)";POINT(-70.363630 -40.149246);paraje;;;;;
40;4;SAN MARTIN DE LOS ANDES;58056045;ESTANCIA SANTA LUCIA;t;;PARAJE;"SRID=900913;POINT(-7936352.72450973 -4915087.82938747)";POINT(-71.293470 -40.337357);paraje;;;;;
16;5;PIEDRA DEL AGUILA;58028012;ESTANCIA YUNCON;f;;PARAJE;"SRID=900913;POINT(-7801781.77437483 -4907122.24228335)";POINT(-70.084598 -40.282791);paraje;;;;;
33;3;ANDACOLLO;58077023;GUANACOS;t;;PARAJE;"SRID=900913;POINT(-7873998.6116411 -4481005.82292855)";POINT(-70.733333 -37.300000);comision de fomento;58;077;000;HOSP.ANDACOLLO;GUAÑACOS
42;2;ALUMINE;58007015;HARAS PULMARI;t;;PARAJE;"SRID=900913;POINT(-7908757.89993436 -4736678.34340748)";POINT(-71.045581 -39.104688);paraje;;;;;
16;5;PIEDRA DEL AGUILA;58028014;HUAIQUIMIL;f;;PARAJE;"SRID=900913;POINT(-7826598.43853281 -4899325.52603287)";POINT(-70.307530 -40.229340);paraje;;;;;
24;2;LONCOPUE;58084019;HUALCUPEN;t;;PARAJE;"SRID=900913;POINT(-7863316.77019166 -4577542.09164619)";POINT(-70.637376 -37.986664);paraje;58;063;000;HOSP.LONCOPUE;HUALCUPEN
24;2;LONCOPUE;58063012;HUALCUPEN;f;;PARAJE;"SRID=900913;POINT(-7863445.18998538 -4577480.75628019)";POINT(-70.638530 -37.986230);paraje;;;;;
32;3;BUTA RANQUIL;58091022;HUANTRAICO;f;;PARAJE;"SRID=900913;POINT(-7754835.21559801 -4503505.836299)";POINT(-69.662870 -37.460610);paraje;58;091;000;HOSP.BUTA RANQUIL;HUANTRAICO
33;3;ANDACOLLO;58077024;HUARACO;t;;PARAJE;"SRID=900913;POINT(-7865409.99009031 -4463791.82473528)";POINT(-70.656180 -37.176891);paraje;;;;;
24;2;LONCOPUE;58063013;HUARENCHENQUE;t;;PARAJE;"SRID=900913;POINT(-7861000.98821284 -4617163.02229759)";POINT(-70.616573 -38.266648);paraje;58;063;000;HOSP.LONCOPUE;HUARENCHENQUE
43;4;VILLA LA ANGOSTURA;58070017;HUEMUL;f;;PARAJE;"SRID=900913;POINT(-7949099.97217626 -5015724.42215467)";POINT(-71.407980 -41.022930);paraje;58;070;000;HOSP.VILLA LA ANGOSTURA;HUEMUL
41;4;JUNIN DE LOS ANDES;58049035;HUILQUI MENUCO;t;;PARAJE;"SRID=900913;POINT(-7895996.90143393 -4837445.48583099)";POINT(-70.930947 -39.803618);paraje;58;049;000;HOSP.JUNIN DE LOS ANDES;HUILQUIMENUCOS
33;3;ANDACOLLO;58077026;HUINGANCO;t;58077020;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7862418.44232425 -4461120.54233948)";POINT(-70.629307 -37.157768);municipio 3;58;077;020;HOSP.ANDACOLLO;HUINGANCO
32;3;BUTA RANQUIL;58091024;HUITRIN;f;;PARAJE;"SRID=900913;POINT(-7783933.01729647 -4531550.93102718)";POINT(-69.924260 -37.660320);paraje;;;;;
24;2;LONCOPUE;58063015;HUNCAL;t;;PARAJE;"SRID=900913;POINT(-7830217.3383489 -4575180.05094435)";POINT(-70.340039 -37.969939);paraje;58;063;000;HOSP.LONCOPUE;HUNCAL
34;3;LAS OVEJAS;58077027;INVERNADA VIEJA;t;;PARAJE;"SRID=900913;POINT(-7871837.16218941 -4425785.83581692)";POINT(-70.713916 -36.904372);paraje;58;077;000;HOSP.LAS OVEJAS;INVERNADA VIEJA
43;4;VILLA LA ANGOSTURA;58070018;ISLA VICTORIA;t;;PARAJE;"SRID=900913;POINT(-7975563.02805557 -4994396.69143927)";POINT(-71.645702 -40.878227);paraje;58;070;000;HOSP.VILLA LA ANGOSTURA;ISLA VICTORIA
41;4;JUNIN DE LOS ANDES;58049013;JUNIN DE LOS ANDES;t;58049010;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7912951.89702783 -4858677.0623427)";POINT(-71.083256 -39.949986);municipio 1;58;049;010;HOSP.JUNIN DE LOS ANDES;JUNIN DE LOS ANDES
20;2;ZAPALA;58112055;LA AMARGA;t;;PARAJE;"SRID=900913;POINT(-7746395.75755221 -4736921.27068079)";POINT(-69.587057 -39.106381);paraje;58;112;000;HOSP.ZAPALA;LA AMARGA
42;2;ALUMINE;58007017;LA ANGOSTURA DE ICALMA;t;;PARAJE;"SRID=900913;POINT(-7921817.42867179 -4700419.88871657)";POINT(-71.162897 -38.851482);paraje;58;007;000;HOSP.ALUMINE;LA ANGOSTURA (ICALMA)
22;2;LAS LAJAS;58105015;LA BUITRERA;t;58105020;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7829458.20524428 -4657414.47660517)";POINT(-70.333220 -38.549987);paraje;58;105;020;HOSP.LAS LAJAS;LA BUITRERA
35;3;EL CHOLAR;58084021;LA GREDA;f;;PARAJE;"SRID=900913;POINT(-7860225.83031164 -4510880.9099696)";POINT(-70.609610 -37.513180);paraje;;;;;
43;4;VILLA LA ANGOSTURA;58070019;LA LIPELA;f;;PARAJE;"SRID=900913;POINT(-7916247.36405335 -4985214.46615109)";POINT(-71.112860 -40.815830);paraje;58;070;000;HOSP.VILLA LA ANGOSTURA;LA LIPELA
34;3;LAS OVEJAS;58077029;LA MATANSILLA;t;;PARAJE;"SRID=900913;POINT(-7865829.87609872 -4391943.49064035)";POINT(-70.659952 -36.660886);paraje;58;077;000;HOSP.LAS OVEJAS;LA MATANCILLA
44;4;LAS COLORADAS;58021031;LA NEGRA;f;;PARAJE;"SRID=900913;POINT(-7830356.58454199 -4800297.0699306)";POINT(-70.341290 -39.546770);paraje;58;021;000;HOSP.LAS COLORADAS;LA NEGRA
42;2;ALUMINE;58007041;LA PASTO VERDE;t;;PARAJE;"SRID=900913;POINT(-7894606.85496456 -4755500.09122165)";POINT(-70.918460 -39.235770);paraje;;;;;
23;2;BAJADA DEL AGRIO;58105018;LA PATAGONIA;f;;PARAJE;"SRID=900913;POINT(-7761355.19817378 -4649798.31360152)";POINT(-69.725522 -38.517412);paraje;;;;;
21;2;MARIANO MORENO;58112057;LA PATAGONIA;t;;PARAJE;"SRID=900913;POINT(-7761809.59496838 -4652778.79207572)";POINT(-69.721440 -38.496460);paraje;58;105;000;HOSP.MARIANO MORENO;LA PATAGONIA
21;2;MARIANO MORENO;58105019;LA PATRIA;f;;PARAJE;"SRID=900913;POINT(-7770040.34484547 -4664088.64308836)";POINT(-69.799460 -38.596860);paraje;58;112;000;HOSP.MARIANO MORENO;LA PATRIA
16;5;PIEDRA DEL AGUILA;58021032;LA PICAZA;f;;PARAJE;"SRID=900913;POINT(-7805469.99918024 -4808565.29740815)";POINT(-70.117730 -39.604020);paraje;58;021;000;HOSP.PIEDRA DEL AGUILA;LA PICAZA
22;2;LAS LAJAS;58105020;LA PORTEÑA;f;;PARAJE;"SRID=900913;POINT(-7829094.22151639 -4659823.65214913)";POINT(-70.329950 -38.566910);paraje;;;;;
33;3;ANDACOLLO;58077030;LA PRIMAVERA;t;;PARAJE;"SRID=900913;POINT(-7860866.70749088 -4474450.9256993)";POINT(-70.615367 -37.253145);paraje;58;077;000;HOSP.ANDACOLLO;LA PRIMAVERA
30;3;CHOS MALAL;58042022;LA SALADA;t;;PARAJE;"SRID=900913;POINT(-7819304.20842187 -4480484.44539432)";POINT(-70.242005 -37.296274);paraje;58;042;000;HOSP.CHOS MALAL;LA SALADA
40;4;SAN MARTIN DE LOS ANDES;58056020;LAGO HERMOSO;t;;PARAJE;"SRID=900913;POINT(-7952401.37406327 -4921266.33188919)";POINT(-71.437637 -40.379650);paraje;58;056;000;HOSP.SAN MARTIN DE LOS ANDES;LAGO HERMOSO
40;4;SAN MARTIN DE LOS ANDES;58056021;LAGO LOLOG;t;;PARAJE;"SRID=900913;POINT(-7941946.13621559 -4880530.21686682)";POINT(-71.343716 -40.100313);paraje;58;056;000;HOSP.SAN MARTIN DE LOS ANDES;LAGO LOLOG
40;4;SAN MARTIN DE LOS ANDES;58056022;LAGO MELIQUINA;f;;PARAJE;"SRID=900913;POINT(-7936292.32245892 -4915124.79098112)";POINT(-71.292927 -40.337610);paraje;;;;;
19;1;SAN PATRICIO DEL CHAÑAR;58014030;LAGO MOQUEHUE;t;;PARAJE;"SRID=900913;POINT(-7602928.63846155 -4668091.80550052)";POINT(-68.298270 -38.624960);paraje;;;;;
32;3;BUTA RANQUIL;58091025;LAGUNA AUQUINCO;t;;PARAJE;"SRID=900913;POINT(-7789952.06216044 -4489861.38794134)";POINT(-69.978330 -37.363254);paraje;;;;;
20;2;ZAPALA;58112022;LAGUNA BLANCA;f;;PARAJE;"SRID=900913;POINT(-7834102.48540718 -4723459.38318741)";POINT(-70.374940 -39.012480);paraje;58;112;000;HOSP.ZAPALA;LAGUNA BLANCA
20;2;ZAPALA;58112024;LAGUNA MIRANDA;t;;PARAJE;"SRID=900913;POINT(-7816053.35129553 -4711200.38971699)";POINT(-70.212802 -38.926861);paraje;58;112;000;HOSP.ZAPALA;LAGUNA MIRANDA
21;2;MARIANO MORENO;58112025;LAGUNA SOLITARIA;f;;PARAJE;"SRID=900913;POINT(-7814409.61085772 -4694854.76666673)";POINT(-70.198036 -38.812538);paraje;;;;;
20;2;ZAPALA;58021034;LAPA;f;;PARAJE;"SRID=900913;POINT(-7840083.6816475 -4777631.63535282)";POINT(-70.428670 -39.389590);paraje;;;;;
20;2;LAS COLORADAS;58021036;LAS COLORADAS;t;58021010;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7802393.62475237 -4753545.83513209)";POINT(-70.090094 -39.222171);municipio 3;58;021;010;HOSP.LAS COLORADAS;LAS COLORADAS
20;2;ZAPALA;58021037;LAS CORTADERAS;t;;PARAJE;"SRID=900913;POINT(-7808857.16600108 -4776129.96594593)";POINT(-70.148157 -39.379164);paraje;;;;;
22;2;LAS LAJAS;58105021;LAS LAJAS;t;58105030;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7832639.57951393 -4653940.28752347)";POINT(-70.361798 -38.525575);municipio 2;58;105;030;HOSP.LAS LAJAS;LAS LAJAS
34;3;LAS OVEJAS;58077032;LAS OVEJAS;t;58077030;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7875680.85797973 -4437517.19708064)";POINT(-70.748445 -36.988595);municipio 3;58;077;030;HOSP.LAS OVEJAS;LAS OVEJAS
30;3;CHOS MALAL;58042024;LEUTO CABALLO;t;;PARAJE;"SRID=900913;POINT(-7822785.46034625 -4479556.6173823)";POINT(-70.273277 -37.289643);paraje;;;;;
33;3;ANDACOLLO;58077034;LILEO;t;;PARAJE;"SRID=900913;POINT(-7898117.87173474 -4467020.99363245)";POINT(-70.950000 -37.200000);paraje;58;077;000;HOSP.ANDACOLLO;LILEO
17;5;PICUN LEUFU;58098009;LIMAY CENTRO;t;;PARAJE;"SRID=900913;POINT(-7761166.4745459 -4772173.20531155)";POINT(-69.719745 -39.351684);paraje;58;098;000;HOSP.PICUN LEUFU;LIMAY CENTRO
41;4;JUNIN DE LOS ANDES;58049016;LOLOG;f;;PARAJE;"SRID=900913;POINT(-7941750.65939409 -4871098.02278417)";POINT(-71.341960 -40.035470);paraje;;;;;
08;1;AÑELO;58035019;LOMA DE LA LATA;f;;PARAJE;"SRID=900913;POINT(-7650256.11997227 -4637343.27894789)";POINT(-68.723420 -38.408840);paraje;;;;;
42;2;ALUMINE;58007035;LONCO LUAN;t;;PARAJE;"SRID=900913;POINT(-7908661.49357883 -4717501.95980881)";POINT(-71.044715 -38.970885);paraje;58;007;000;HOSP.ALUMINE;LONCO LUAN
42;2;ALUMINE;58049017;LONCO LUAN;f;;PARAJE;"SRID=900913;POINT(-7909023.38088067 -4717347.73599349)";POINT(-70.080741 -38.898165);paraje;;;;;
20;2;ZAPALA;58112058;LONCO LUAN;t;;PARAJE;"SRID=900913;POINT(-7801352.3671581 -4707095.12063505)";POINT(-71.047966 -38.969808);paraje;;;;;
42;2;ALUMINE;58007037;LONCO MULA;t;;PARAJE;"SRID=900913;POINT(-7905904.89998947 -4722726.3280523)";POINT(-71.019952 -39.007363);paraje;;;;;
32;3;BUTA RANQUIL;58042027;LONCO VACA;f;;PARAJE;"SRID=900913;POINT(-7817828.68904811 -4354429.38350876)";POINT(-70.228750 -36.390080);paraje;;;;;
24;2;LONCOPUE;58063018;LONCOPUE;t;58063020;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7862703.14101245 -4587287.03332594)";POINT(-70.631864 -38.055627);municipio 2;58;063;020;HOSP.LONCOPUE;LONCOPUE
21;2;MARIANO MORENO;58105025;LOS ALAZANES;t;;PARAJE;"SRID=900913;POINT(-7818068.65001807 -4690321.67342298)";POINT(-70.230906 -38.780801);paraje;58;112;000;HOSP.MARIANO MORENO;LOS ALAZANES
33;3;ANDACOLLO;58077035;LOS CARRIZOS;t;;PARAJE;"SRID=900913;POINT(-7884335.51691169 -4460841.69389275)";POINT(-70.826191 -37.155772);paraje;58;077;000;HOSP.ANDACOLLO;LOS CARRIZOS
20;2;ZAPALA;58112029;LOS CATUTOS;t;58112010;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7817095.18992357 -4701285.71808861)";POINT(-70.222161 -38.857539);comision de fomento;58;112;010;HOSP.ZAPALA;LOS CATUTOS
33;3;ANDACOLLO;58077036;LOS CHACAYES;t;;PARAJE;"SRID=900913;POINT(-7880938.25865825 -4467059.00514676)";POINT(-70.795673 -37.200272);paraje;58;077;000;HOSP.ANDACOLLO;LOS CHACAYES
08;1;AÑELO;58014022;LOS CHIHUIDOS;t;;PARAJE;"SRID=900913;POINT(-7741155.83129015 -4602613.11672607)";POINT(-69.539986 -38.163955);comision de fomento;58;014;000;C.S.AÑELO;LOS CHIHUIDOS
41;4;JUNIN DE LOS ANDES;58049018;LOS HELECHOS;f;;PARAJE;"SRID=900913;POINT(-7938524.6205509 -4828791.67547519)";POINT(-71.312980 -39.743870);paraje;;;;;
21;2;MARIANO MORENO;58112030;LOS HORNOS;t;;PARAJE;"SRID=900913;POINT(-7791755.07471393 -4681300.61798097)";POINT(-69.994527 -38.717601);paraje;58;105;000;HOSP.MARIANO MORENO;LOS HORNOS
30;3;CHOS MALAL;58042030;LOS MENUCOS;t;;PARAJE;"SRID=900913;POINT(-7836892.15183488 -4462693.37175123)";POINT(-70.400000 -37.169028);paraje;;;;;
33;3;ANDACOLLO;58077040;LOS MICHES;t;58077040;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7885058.04330154 -4469284.81471951)";POINT(-70.832682 -37.216197);municipio 3;58;077;040;HOSP.ANDACOLLO;LOS MICHES
31;3;TRICAO MALAL;58042031;LOS MOLLES;f;;PARAJE;"SRID=900913;POINT(-7841422.85512175 -4431100.62772249)";POINT(-70.440700 -36.942540);paraje;;;;;
44;4;LAS COLORADAS;58021039;LOS REMOLINOS;f;;PARAJE;"SRID=900913;POINT(-7871402.30718728 -4829952.84388223)";POINT(-70.710010 -39.751890);paraje;58;021;000;HOSP.LAS COLORADAS;LOS REMOLINOS
41;4;JUNIN DE LOS ANDES;58049019;MALLEO;f;;PARAJE;"SRID=900913;POINT(-7907937.36406564 -4832995.39876546)";POINT(-71.038210 -39.772900);paraje;58;049;000;HOSP.JUNIN DE LOS ANDES;MALLEO
21;2;MARIANO MORENO;58105028;MALLIN DE LOS CABALLOS;t;;PARAJE;"SRID=900913;POINT(-7819301.52732892 -4678773.38085832)";POINT(-70.241981 -38.699885);paraje;58;105;000;HOSP.MARIANO MORENO;MALLIN DE LOS CABALLOS
20;2;ZAPALA;58112032;MALLIN DEL MUERTO;f;;PARAJE;"SRID=900913;POINT(-7802393.12845472 -4697119.6383737)";POINT(-70.090090 -38.828390);paraje;;;;;
21;2;MARIANO MORENO;58105029;MALLIN DEL RUBIO;f;;PARAJE;"SRID=900913;POINT(-7819664.34745129 -4673734.5112001)";POINT(-70.245240 -38.664550);paraje;;;;;
24;2;LONCOPUE;58063020;MALLIN DEL TORO;t;;PARAJE;"SRID=900913;POINT(-7875844.87075091 -4586489.50086453)";POINT(-70.749918 -38.049986);paraje;58;063;000;HOSP.LONCOPUE;MALLIN DEL TORO
22;2;LAS LAJAS;58105032;MALLIN QUEMADO;t;;PARAJE;"SRID=900913;POINT(-7808287.56408788 -4659396.54013756)";POINT(-70.143041 -38.563910);paraje;58;105;000;HOSP.LAS LAJAS;MALLIN QUEMADO
41;4;JUNIN DE LOS ANDES;58049020;MAMUIL MALAL;f;;PARAJE;"SRID=900913;POINT(-7933675.54353195 -4816072.55365926)";POINT(-71.269420 -39.655960);paraje;;;;;
34;3;LAS OVEJAS;58077043;MANZANO AMARGO;t;58077050;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7880936.48758903 -4387416.50329412)";POINT(-70.795657 -36.628257);comision de fomento;58;077;050;HOSP.LAS OVEJAS;MANZANO AMARGO
05;5;CUTRALCO-PLAZA H.;58035021;MARI MENUCO;f;58035060;LOCALIDAD SIMPLE;"SRID=900913;POINT(-7632247.65450048 -4656092.343503)";POINT(-68.561647 -38.540697);paraje;;;;;
